disclosure_id,institution_name,transaction_type,transaction_amount,transaction_date,reporting_region,ssn,email,created_at
208044b7-3e59-4273-bc8d-4a55ffef0c32,Moon Ltd,WIRE,211061.73,2025-11-25,NE,623-62-9543,ocarpenter@example.com,2026-02-25T19:12:53
9989df7d-4992-4356-9907-aef11a88779a,Smith and Sons,CHECK,41276.58,2025-05-30,NE,411-90-3101,john59@example.com,2026-02-25T19:12:53
07a8835d-c20d-45b1-9b46-eae6a9490445,Fritz-Cisneros,CARD,116280.38,2025-12-31,W,453-59-0119,leslie32@example.com,2026-02-25T19:12:53
f3ce0831-13e0-4dcf-98db-d1b2227dfa9a,"Fitzpatrick, Knapp and Martinez",WIRE,52309.13,2026-01-07,W,709-72-4022,brandonbarrett@example.com,2026-02-25T19:12:53
015ef9b1-b568-482b-8e15-02eba132300a,Foster-Richardson,CHECK,42767.68,2025-03-24,NE,121-21-5285,jasonchavez@example.net,2026-02-25T19:12:53
984efd72-0cad-4480-a3ba-5d741e9f58a6,Torres-Jackson,CASH,199228.39,2026-01-14,MW,055-01-7051,jason24@example.com,2026-02-25T19:12:53
35bf4858-40ee-455d-8ad7-59eeee7d5e22,Avila-Chambers,ACH,107504.6,2026-01-16,MW,025-43-8466,mirandacarter@example.org,2026-02-25T19:12:53
62a6ecaf-ba37-4646-8212-2edd9d1b79d9,Russo-Barrett,CHECK,79812.92,2025-06-07,NE,197-32-9261,imoore@example.com,2026-02-25T19:12:53
c79c8a49-916e-4997-8ce6-6632dbbc0b68,Bates-Hernandez,WIRE,176064.51,2025-11-10,S,139-06-9681,gutierrezcarrie@example.net,2026-02-25T19:12:53
3b74c519-ac1b-49b1-ad68-76750ca40c83,Bell-Mayer,WIRE,137732.02,2025-11-13,MW,055-63-0296,rebeccafrank@example.net,2026-02-25T19:12:53
92138e18-e4e1-492c-9e1a-e09cf0247195,"Potts, Baker and Martin",CARD,111026.64,2025-09-14,W,776-89-6323,edward27@example.net,2026-02-25T19:12:53
67765c41-df36-46b4-b9e2-e81c6723a96d,Yates-Hubbard,WIRE,110556.08,2026-02-08,NE,364-84-5402,justin44@example.com,2026-02-25T19:12:53
487689fd-d51c-4145-8163-333c5f3d113a,Taylor Group,CHECK,231560.51,2025-04-02,W,025-70-4717,leecarly@example.net,2026-02-25T19:12:53
0ec70858-aadf-4671-8a88-9770083df6f7,Miller-Johnson,CASH,98524.66,2026-01-19,MW,081-20-2001,elizabethburton@example.com,2026-02-25T19:12:53
97872345-5aa8-4760-ab2d-66e7a392407a,Reid-Villa,WIRE,57808.17,2025-06-30,W,512-28-1638,howard65@example.org,2026-02-25T19:12:53
f06fd430-a437-439c-801c-4ae31528aa6b,"Orr, Ponce and Stanley",CHECK,179117.54,2025-03-31,NE,615-69-1773,johnmason@example.org,2026-02-25T19:12:53
6a33ee47-be53-40f8-a14d-42eec30c739c,Parker-Escobar,CASH,134980.85,2025-04-17,W,522-64-2924,amanda61@example.org,2026-02-25T19:12:53
6f40260f-b9ba-4a35-9056-e05e71dae725,Perry-Hughes,CHECK,197882.11,2025-12-24,S,830-72-8631,floreseric@example.net,2026-02-25T19:12:53
72d5e0a6-0116-4ca4-a414-18df79602d1c,Michael-Hogan,CARD,222294.18,2026-02-08,NE,635-14-0324,clinton62@example.net,2026-02-25T19:12:53
e28f466e-4453-4294-ab1f-130d7f07ce98,Summers Ltd,WIRE,144192.04,2025-04-12,NE,498-01-1092,timothytaylor@example.com,2026-02-25T19:12:53
4d6c7354-9373-40bc-848f-f6a16a38c5c7,Griffin Inc,CARD,2355.93,2026-01-16,NE,867-62-3168,janegomez@example.net,2026-02-25T19:12:53
be53b5a2-d06c-4135-b085-6ca9f9da7e5f,"Campos, Yang and Lee",CARD,208238.18,2025-04-19,S,603-21-5551,ofox@example.com,2026-02-25T19:12:53
df9032fa-fd11-454e-92e1-0eeda0f201ea,Welch Ltd,CARD,198904.34,2025-07-12,MW,853-75-2824,nrodriguez@example.net,2026-02-25T19:12:53
da38a457-af15-447e-b962-6acb6c1a3d15,"Jackson, Ibarra and Curtis",ACH,48235.96,2025-05-27,S,262-81-8875,reidtiffany@example.com,2026-02-25T19:12:53
539ea603-f168-4281-ab2f-5c625585bc16,"Craig, Garza and Griffith",CHECK,227211.28,2026-02-12,MW,267-23-4944,ericbarnes@example.net,2026-02-25T19:12:53
392ec8e1-03ed-44ea-845a-b50ac5fb26e2,Roy PLC,CHECK,20254.86,2025-03-31,W,888-07-3384,gcook@example.com,2026-02-25T19:12:53
ba51e0b0-5947-4773-bdc2-3066c51be5fc,"James, Miller and Craig",ACH,85509.76,2025-03-04,W,880-82-3570,umeyer@example.org,2026-02-25T19:12:53
1718ea1f-0c11-40af-976b-187bd5a2d7ef,"Daniels, Miller and Reynolds",CARD,72958.48,2025-08-08,S,797-37-3427,lshea@example.com,2026-02-25T19:12:53
544c3171-dec8-4946-9a1e-427bb7a768fa,"Cox, Mercado and Lamb",CASH,225684.5,2026-01-08,W,294-02-4562,fchambers@example.org,2026-02-25T19:12:53
60b79858-f696-45c4-9df0-da249a461ca7,Hill-Diaz,ACH,93514.31,2025-05-19,W,106-78-6361,adamsjohn@example.net,2026-02-25T19:12:53
90812ff2-2ffb-49de-a075-8e3c3c83483a,"Brown, Pope and Williams",WIRE,54698.41,2026-01-13,W,621-31-8460,franciscorocha@example.net,2026-02-25T19:12:53
cb5ea9c8-7a37-4b89-ac1f-9e53461bdb2c,Archer-Lewis,CARD,27047.82,2025-12-21,W,407-76-0908,rdavis@example.net,2026-02-25T19:12:53
dd6c4fe2-61cd-4bfa-85d0-49d1e45c9fed,Richardson Group,CASH,27413.67,2025-03-22,S,477-23-3922,zmorris@example.org,2026-02-25T19:12:53
eba3677e-c8e0-4c1b-af5d-e927ea5f83b7,"Graham, Carter and Johnson",CHECK,76064.31,2025-11-06,NE,293-82-7915,amykim@example.com,2026-02-25T19:12:53
64c203c9-f398-4157-a03d-2d3706fc65bf,Watson-White,CHECK,239712.43,2025-05-19,NE,107-82-0939,kevin07@example.net,2026-02-25T19:12:53
1568cb3e-4de6-42db-b4bd-d7ba22fea425,Newton LLC,CASH,3972.58,2025-09-08,MW,832-72-9065,yballard@example.net,2026-02-25T19:12:53
915f8c1b-b966-406e-b267-d657c8a2d32a,Mcclain Group,CARD,226082.44,2025-11-25,MW,088-46-4696,johnsonlisa@example.com,2026-02-25T19:12:53
c91a5379-cf80-444b-84d9-bbfdaa75ae1a,Spears Inc,CHECK,75880.94,2026-01-23,NE,007-46-6357,ybenitez@example.org,2026-02-25T19:12:53
0d3b6bef-133a-4550-be97-a6d3b3b762a5,Lewis-Mcgee,CHECK,102750.09,2026-02-24,NE,252-25-1920,robertshelton@example.org,2026-02-25T19:12:53
322bab7d-2173-47a1-bc4a-58077a25e4a1,Patel PLC,CASH,169761.09,2025-06-26,W,385-59-0057,noahsimpson@example.net,2026-02-25T19:12:53
3a569110-716b-4718-9f99-f9c08697ca9f,"Crawford, Ford and Miller",WIRE,107099.37,2025-07-21,NE,509-38-6968,shortlauren@example.net,2026-02-25T19:12:53
4be1dea6-9af8-425a-b838-a21a47f82263,"Thompson, Logan and Martin",CASH,96591.54,2025-07-26,S,141-36-1068,derrick03@example.org,2026-02-25T19:12:53
f8a3bac4-25fe-4d84-ab4d-829ee8585746,Myers Inc,CHECK,171005.61,2025-11-13,NE,431-25-0649,benjaminsmith@example.com,2026-02-25T19:12:53
3c9b9f76-5a62-4e73-bb0a-06dc5b580d5f,Lindsey and Sons,CHECK,155142.62,2025-09-29,MW,003-70-7894,pmaddox@example.net,2026-02-25T19:12:53
bb13f89b-7179-4614-b6ea-806c69fe5224,Taylor-Jones,WIRE,193343.57,2025-08-14,W,262-44-5467,thomas23@example.org,2026-02-25T19:12:53
4fc80e00-5242-4209-aa7c-724bb1ea724e,Gibson PLC,CHECK,32472.11,2025-04-17,NE,709-86-0498,vhopkins@example.net,2026-02-25T19:12:53
94c5263a-1ecc-4118-acd3-72239d494773,Harrison-Tate,WIRE,10776.21,2025-07-03,S,831-48-8342,teresamontoya@example.org,2026-02-25T19:12:53
447ef8e6-33f1-450a-a469-f73183c43b49,Mcdonald LLC,CHECK,197119.0,2025-09-27,MW,316-86-8314,kevinmoore@example.net,2026-02-25T19:12:53
b21214b0-30c3-409c-b10e-87031a98d0ce,Porter Group,CASH,106252.85,2025-10-02,W,350-10-4897,ssmith@example.com,2026-02-25T19:12:53
af5092ab-0e22-4768-b8a4-31380375bb7c,"Thompson, Hawkins and Marquez",CASH,173967.57,2025-09-10,W,744-30-1795,rcurtis@example.org,2026-02-25T19:12:53
fdb70e54-ecc8-4b95-9204-0ecdc86ef5f2,Johnson and Sons,CHECK,11946.67,2025-12-25,W,751-88-6249,rcrawford@example.org,2026-02-25T19:12:53
424c0976-e4fc-4a84-949b-4f3e9264eb89,"Gray, Morrison and Sanders",CARD,236221.62,2025-03-17,MW,161-24-8454,vpatel@example.org,2026-02-25T19:12:53
f4c3a737-72e0-4fb7-b865-053ba6d68648,"Ellis, Davis and Henderson",WIRE,160888.93,2025-03-23,MW,067-65-9467,margaretford@example.org,2026-02-25T19:12:53
836744ce-f8df-4def-b0c6-6013bb1acc3c,Ortega LLC,CARD,143819.87,2025-07-09,MW,875-14-7086,cisnerosnicole@example.org,2026-02-25T19:12:53
2d8ee74d-8aaf-4569-be05-1d2d9aff1649,Ray and Sons,CARD,37198.41,2025-03-24,S,050-14-8761,kathleen85@example.org,2026-02-25T19:12:53
d87914eb-1e7c-425b-870c-45b8ccbd3972,"Tucker, Barton and Williams",CARD,170788.8,2026-01-12,NE,389-89-3649,richardfrazier@example.net,2026-02-25T19:12:53
17667f5c-8fcb-4984-80d3-5419f9027650,"Roberts, Pennington and Price",CARD,175883.73,2025-11-24,MW,037-75-3465,jthompson@example.com,2026-02-25T19:12:53
2fa1cefa-3230-43b0-b8c3-39490a9b46ba,"Hurst, Smith and Smith",CARD,109069.75,2025-05-05,W,303-26-3888,olewis@example.com,2026-02-25T19:12:53
7ed7f7e6-4a83-4be9-bfd9-bcb8e2421c16,Lamb-Carter,WIRE,36975.33,2025-04-14,NE,339-01-3040,ktorres@example.org,2026-02-25T19:12:53
a22d4945-028f-4a36-b924-5dacb80a8bf2,Payne-Ward,ACH,144933.45,2025-03-05,NE,069-06-7123,rburke@example.com,2026-02-25T19:12:53
240a1c00-c836-4c3f-a366-fb595c92f149,Ramirez-Willis,CHECK,234011.37,2025-10-17,MW,819-87-8944,pamela22@example.org,2026-02-25T19:12:53
74d9b365-0ae9-488c-91bb-85e4fb7fd8fd,"Tucker, Holt and Stephens",CHECK,30853.4,2025-04-10,S,018-22-1011,bhodges@example.org,2026-02-25T19:12:53
677274b2-2ec0-4417-ba01-114299cb45a7,"Brown, Cruz and Calderon",ACH,67755.22,2026-01-25,S,023-28-5493,markgross@example.com,2026-02-25T19:12:53
103a19c3-60d2-44af-a366-793c19468107,"Berger, Rodriguez and Anderson",CASH,182477.82,2026-02-19,MW,766-33-4731,carolyn75@example.com,2026-02-25T19:12:53
ebe678ce-b3e9-45b3-9cef-5c2cb325fb71,Davis-Rodriguez,ACH,167569.48,2025-07-02,NE,398-27-2465,zfuller@example.org,2026-02-25T19:12:53
52120a79-d211-4f30-a21b-929feb2fd3ec,Johnson-Jones,CHECK,236067.18,2025-05-12,W,311-75-4457,robertmarks@example.net,2026-02-25T19:12:53
9abf7bf9-c366-4e6d-bce0-05d3434467d1,"Robinson, Andrews and Huffman",CHECK,186667.3,2025-11-18,S,042-71-0856,walter34@example.com,2026-02-25T19:12:53
eb961ec4-466a-4fdf-8fef-0d0a4de0878a,"Cain, Dawson and Choi",CHECK,14658.23,2025-12-17,S,652-62-1914,longjason@example.net,2026-02-25T19:12:53
2db70b5d-d85e-44a4-a439-75717602f043,Green-Jensen,CHECK,92010.68,2025-08-08,NE,267-46-8665,hfaulkner@example.com,2026-02-25T19:12:53
fb163fb0-29cc-4a46-9131-d78b23be2465,Kelly Group,CASH,174788.67,2025-04-17,NE,596-80-6208,timothyharris@example.com,2026-02-25T19:12:53
645297db-8c9e-4c79-aed2-9446dec69572,Foster Ltd,CARD,135001.25,2025-11-07,W,619-60-8257,fmartinez@example.org,2026-02-25T19:12:53
ade2dc5d-5acd-4158-a9c9-a936f1aedd95,"Miller, Wells and Mclaughlin",ACH,122114.68,2025-04-14,W,484-56-4023,festrada@example.net,2026-02-25T19:12:53
